BA1050	(3)	SOCIAL MEDIA	703168	OT	TBA	WB	Curran, A.	05/09/2016 - 08/06/2016
BA3080	(3)	BUS PROFESSIONALISM	700046	WEST	LE	M      	6:00p - 9:00p	CI	Miles, J.	05/09/2016 - 08/06/2016
BA5080	(3)	BUS STRATEGY	700047	WEST	LE	TR     	9:45a - 11:15a	CI	Zhou, Y.	05/09/2016 - 08/06/2016
BA5080	(3)	BUS STRATEGY	700048	WEST	LE	W      	6:00p - 9:00p	CI	Meyers, R.	05/09/2016 - 08/06/2016
BA7012	(2G)	MBA CAPSTONE	700050	IS	TBA	IN	Zirger, B.	05/09/2016 - 08/06/2016
BA7082	(1-4G)	SPECIAL TOPICS	ACG CUP	700051	IS	TBA	IN	Neugent, M.	05/09/2016 - 08/06/2016
BANA2082	(3)	BUS. ANALYTICS II	700053	WEST	LE	R      	1:15p - 4:15p	CI	Magazine, M.	05/09/2016 - 08/06/2016
BANA2082	(3)	BUS. ANALYTICS II	700055	WEST	LE	W      	6:00p - 9:00p	CI	Palaparambil Dinesh, L.	05/09/2016 - 08/06/2016
BANA6044	(4*)	APPL VBA	700057	WEST	LE	W      	6:00p - 10:00p	CI	Shukairy, F.	05/09/2016 - 08/06/2016
BANA8083	(1G)	MS CAPSTONE	700060	IS	TBA	IN	Winkofsky, E.	05/09/2016 - 08/06/2016
BANA8083	(1G)	MS CAPSTONE	700061	IS	TBA	IN	Magazine, M.	05/09/2016 - 08/06/2016
BANA8083	(1G)	MS CAPSTONE	700062	IS	TBA	IN	Magazine, M.	05/09/2016 - 08/06/2016
BANA8083	(1G)	MS CAPSTONE	700063	IS	TBA	IN	Winkofsky, E.	05/09/2016 - 08/06/2016
BANA8083	(1G)	MS CAPSTONE	700064	IS	TBA	IN	Rogers, D.	05/09/2016 - 08/06/2016
BANA8084	(1G)	MS CAPSTONE(INTERN)	700065	IS	TBA	IN	Winkofsky, E.	05/09/2016 - 08/06/2016
BANA9071	(1-15G)	RESEARCH IN QA	700066	IS	TBA	IN	Froehle, C.	05/09/2016 - 08/06/2016
BANA9091	(1-15G)	PHD RESEARCH IN QA	700067	IS	TBA	IN	Froehle, C.	05/09/2016 - 08/06/2016
BIOL1015	(3)	INTRO TO A&P	702895	OT	TBA	WB	Easley, S.	05/09/2016 - 08/06/2016
BIOL1021	(3)	INTRO BIOLOGY I	700902	LE	TBA	WB	Knauper, B.	05/09/2016 - 08/06/2016
BIOL1021	(3)	INTRO BIOLOGY I	700911	LE	TBA	WB	Thacker, R.	05/09/2016 - 08/06/2016
BIOL1022	(3)	INTRO BIOL II	700914	LE	TBA	WB	Knauper, B.	05/09/2016 - 08/06/2016
BIOL1022	(3)	INTRO BIOL II	700930	LE	TBA	WB	Thacker, R.	05/09/2016 - 08/06/2016
BIOL1081	(3)	BIOLOGY I	702913	CLER	LE	MW     	2:00p - 3:30p	CI	Fankhauser, D.	05/09/2016 - 08/06/2016
BIOL1081L	(1)	BIOLOGY I LAB	702915	CLER	LB	MW     	12:20p - 1:50p	CI	Preston, M.	05/09/2016 - 08/06/2016
BIOL1082	(3)	BIOLOGY II	702927	CLER	LE	MW     	9:00a - 10:30a	CI	Preston, M.	05/09/2016 - 08/06/2016
BIOL1082L	(1)	BIOLOGY II LAB	702928	CLER	LB	MW     	10:40a - 12:10p	CI	Preston, M.	05/09/2016 - 08/06/2016
BIOL2001C	(4)	ANAT PHYS I	702919	CLER	LB	T      	10:40a - 12:29p	CI	do Amaral, J.	CLER	LE	TR     	12:30p - 1:50p	CI	05/09/2016 - 08/06/2016
BIOL2002C	(4)	ANAT PHYS II	702918	CLER	LB	M      	6:30p - 8:20p	CI	Lee, K.	CLER	LE	MW     	5:00p - 6:20p	CI	05/09/2016 - 08/06/2016
BIOL2028	(3)	INTRO PHARM	700947	UCBA	L2	R      	6:00p - 8:00p	CI	King, K.	Aug 04 - Aug 04	UCBA	LE	R      	6:00p - 8:00p	CI	Jun 23 - Jun 23	OT	TBA	WB	May 09 - Aug 06	05/09/2016 - 08/06/2016
BIOL2060	(3)	SECTIONAL ANAT	700968	UCBA	L2	T      	6:00p - 8:00p	CI	Bradel, E.	Jun 21 - Jun 21	UCBA	L3	T      	6:00p - 8:00p	CI	Jul 05 - Jul 05	UCBA	L4	T      	6:00p - 8:00p	CI	Aug 02 - Aug 02	UCBA	LE	T      	6:00p - 8:00p	CI	May 31 - May 31	OT	TBA	WB	May 09 - Aug 06	05/09/2016 - 08/06/2016
BIOL2081C	(4)	GENETICS AND CELL	702923	CLER	LB	W      	10:40a - 1:40p	CI	Szucsik, J.	CLER	LE	MW     	9:00a - 10:30a	CI	05/09/2016 - 08/06/2016
BIOL2099C	(1-5)	IND STUDY BIOL	702924	IS	TBA	CI	Mpagi, M.	05/09/2016 - 08/06/2016
BIOL3095	(1-6)	BIOLOGY INTERNSHIP	701600	N	IS	TBA	IN	Griff, E.	05/09/2016 - 08/06/2016
BIOL4010	(1-5)	LAB DEVEL/ASST BIOL	701601	OT	TBA	CI	Beyette, J.	05/09/2016 - 08/06/2016
BIOL4010	(1-5)	LAB DEVEL/ASST BIOL	701602	OT	TBA	CI	Nodzak, P.	05/09/2016 - 08/06/2016
BIOL4010	(1-5)	LAB DEVEL/ASST BIOL	701603	OT	TBA	CI	Stacey, J.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701606	R	IS	TBA	IN	Benoit, J.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701608	R	IS	TBA	IN	Buchholz, D.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701609	R	IS	TBA	IN	Buffam, I.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701610	R	IS	TBA	IN	Buschbeck, E.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701611	R	IS	TBA	IN	Culley, T.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701612	R	IS	TBA	IN	Debry, R.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701613	R	IS	TBA	IN	Dunford, S.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701614	R	IS	TBA	IN	Griff, E.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701615	R	IS	TBA	IN	Grogan, D.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701616	R	IS	TBA	IN	Gross, J.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701617	R	IS	TBA	IN	Hamilton, T.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701618	R	IS	TBA	IN	Jayne, B.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701619	R	IS	TBA	IN	Kaneshiro, E.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701620	R	IS	TBA	IN	Layne, J.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701621	R	IS	TBA	IN	Lentz, D.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701622	R	IS	TBA	IN	Matter, S.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701623	R	IS	TBA	IN	Petren, K.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701624	R	IS	TBA	IN	Polak, M.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701625	R	IS	TBA	IN	Rogstad, S.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701626	R	IS	TBA	IN	Rollmann, S.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701627	R	IS	TBA	IN	Shann, J.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701628	R	IS	TBA	IN	Tepe, E.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701629	R	IS	TBA	IN	Uetz, G.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701630	R	IS	TBA	IN	Vilinsky, I.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701631	R	IS	TBA	IN	Wagenaar, D.	05/09/2016 - 08/06/2016
BIOL4097	(1-6)	UNDERGRAD RESEARCH	701632	R	IS	TBA	IN	Griff, E.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701634	IS	TBA	IN	Benoit, J.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701635	IS	TBA	IN	Beyette, J.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701636	IS	TBA	IN	Buchholz, D.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701638	IS	TBA	IN	Buffam, I.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701639	IS	TBA	IN	Buschbeck, E.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701640	IS	TBA	IN	Conover, D.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701641	IS	TBA	IN	Culley, T.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701642	IS	TBA	IN	Debry, R.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701644	IS	TBA	IN	Griff, E.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701645	IS	TBA	IN	Grogan, D.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701646	IS	TBA	IN	Gross, J.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701647	IS	TBA	IN	Hamilton, T.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701649	IS	TBA	IN	Jayne, B.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701650	IS	TBA	IN	Kaneshiro, E.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701653	IS	TBA	IN	Karp, R.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701654	IS	TBA	IN	Kinkle, B.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701655	IS	TBA	IN	Layne, J.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701656	IS	TBA	IN	Konishi, T.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701657	IS	TBA	IN	Lentz, D.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701658	IS	TBA	IN	Matter, S.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701659	IS	TBA	IN	Maurer, E.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701660	IS	TBA	IN	Mosley, L.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701661	IS	TBA	IN	Nodzak, P.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701662	IS	TBA	IN	Petren, K.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701663	IS	TBA	IN	Polak, M.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701664	IS	TBA	IN	Rogstad, S.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701665	IS	TBA	IN	Rollmann, S.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701666	IS	TBA	IN	Shann, J.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701667	IS	TBA	IN	Tepe, E.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701668	IS	TBA	IN	Uetz, G.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701669	IS	TBA	IN	Uhl, J.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701670	IS	TBA	IN	Vilinsky, I.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701671	IS	TBA	IN	Wagenaar, D.	05/09/2016 - 08/06/2016
BIOL5050	(1)	CAPSTONE	701672	IS	TBA	IN	Griff, E.	05/09/2016 - 08/06/2016
BLAW2080	(3)	LEGAL ENVIRONMENT	700069	WEST	LE	W      	6:00p - 9:00p	CI	Fox, B.	05/09/2016 - 08/06/2016
BLAW8052	(3G)	BUS ORG & SEC LAW	700070	WEST	LE	T      	6:00p - 9:00p	CI	Westrich, W.	05/09/2016 - 08/06/2016
BME2010	(3)	RESEARCH METHODS	700196	WEST	LE	MWF    	3:30p - 4:30p	CI	Staff	05/09/2016 - 08/06/2016
BME2050	(3)	MED DEV DISSECTION	700197	WEST	LE	TR     	4:00p - 5:30p	CI	Cropper, M.	05/09/2016 - 08/06/2016
BME3071C	(4)	BASIC ELEC CIRCUITS	700198	WEST	LB	W      	10:30a - 1:30p	CI	Staff	WEST	LE	MWF    	4:45p - 5:45p	CI	05/09/2016 - 08/06/2016
BME3071C	(4)	BASIC ELEC CIRCUITS	700199	WEST	LB	M      	6:00p - 9:00p	CI	Staff	WEST	LE	MWF    	4:45p - 5:45p	CI	05/09/2016 - 08/06/2016
BME3071C	(4)	BASIC ELEC CIRCUITS	700200	WEST	LB	M      	10:30a - 1:30p	CI	Staff	WEST	LE	MWF    	2:15p - 3:15p	CI	05/09/2016 - 08/06/2016
BME3071C	(4)	BASIC ELEC CIRCUITS	700201	WEST	LB	T      	9:45a - 12:45p	CI	Staff	WEST	LE	MWF    	2:15p - 3:15p	CI	05/09/2016 - 08/06/2016
BME3071C	(4)	BASIC ELEC CIRCUITS	703320	WEST	LB	F      	10:30a - 1:20p	CI	Staff	WEST	LE	MWF    	1:25p - 2:20p	CI	05/09/2016 - 08/06/2016
BME4010C	(3)	RESEARCH DESIGN II	700202	R	IS	TBA	CI	Mast, T.	05/09/2016 - 08/06/2016
BME5099	(1-3)	SPECIAL TOPICS BME	700203	OT	TBA	CI	Narmoneva, D.	05/09/2016 - 08/06/2016
BME5099	(1-3)	SPECIAL TOPICS BME	700204	IS	TBA	CI	Guitron, J.	05/09/2016 - 08/06/2016
BME5099	(1-3)	SPECIAL TOPICS BME	700205	IS	TBA	IN	Privitera, M.	05/09/2016 - 08/06/2016
CB8081	(1-18G)	RESEARCH	701900	LB	TBA	CI	Moquin, K.	05/09/2016 - 08/06/2016
CHE3022	(4)	TRANSPORT I	700206	WEST	LE	MTWR   	3:30p - 4:30p	CI	Co, C.	05/09/2016 - 08/06/2016
CHE3023	(3)	TRANSPORT II	700207	WEST	LE	MWF    	1:00p - 2:00p	CI	Co, C.	05/09/2016 - 08/06/2016
CHE3062	(4)	CHEM ENG THERMO	702735	WEST	LE	MW     	2:15p - 3:15p	CI	Ho, C.	WEST	LE	T      	1:00p - 3:15p	CI	05/09/2016 - 08/06/2016
CHE4075	(1-4)	SPECIAL PROJECTS	700209	IS	TBA	IN	Shanov, V.	05/09/2016 - 08/06/2016
CHE4075	(1-4)	SPECIAL PROJECTS	702737	IS	TBA	IN	Thiel, S.	05/09/2016 - 08/06/2016
CHEM1020	(3)	INTRO TO (BIO)CHEM	701991	CLER	LE	MW     	9:00a - 10:30a	CI	Sinkey, J.	05/09/2016 - 08/06/2016
CHEM1020L	(1)	INTRO BIO(CHEM) LAB	702010	CLER	LB	W      	11:00a - 1:40p	CI	Shirokawa, J.	05/09/2016 - 08/06/2016
CHEM1020L	(1)	INTRO BIO(CHEM) LAB	702011	CLER	LB	M      	11:00a - 1:40p	CI	Shirokawa, J.	05/09/2016 - 08/06/2016
CHEM1031	(3)	GEN/ORG/BIO CHEM II	702014	CLER	LE	TR     	3:35p - 5:05p	CI	Sinkey, J.	05/09/2016 - 08/06/2016
CHEM1031L	(1)	GOB CHEM LAB II	703062	CLER	LB	T      	12:30p - 3:10p	CI	Sinkey, J.	05/09/2016 - 08/06/2016
CHEM1041	(4)	GEN CHEM II	701829	WEST	LE	MWF    	9:15a - 10:15a	CI	Haley, R.	WEST	RE	M      	10:30a - 11:30a	CI	05/09/2016 - 08/06/2016
CHEM1041	(4)	GEN CHEM II	702016	CLER	LE	TR     	6:00p - 8:00p	CI	Mpagi, M.	05/09/2016 - 08/06/2016
CHEM1041L	(1)	GEN CHEM LAB II	701833	WEST	LB	R      	10:30a - 1:20p	CI	Padolik, P.	05/09/2016 - 08/06/2016
CHEM1041L	(1)	GEN CHEM LAB II	702018	CLER	LB	W      	6:00p - 8:40p	CI	Sikora, M.	05/09/2016 - 08/06/2016
CHEM1041L	(1)	GEN CHEM LAB II	702020	CLER	LB	M      	6:00p - 8:40p	CI	Quinones, M.	05/09/2016 - 08/06/2016
CHEM2041	(4)	ORGANIC CHEMISTRYII	701838	WEST	LE	MWF    	9:15a - 10:15a	CI	Leahy, K.	WEST	RE	M      	10:30a - 11:30a	CI	05/09/2016 - 08/06/2016
CHEM2041L	(1)	ORGANIC CHEM LAB II	701841	WEST	LB	R      	10:30a - 1:20p	CI	Lieberman, D.	05/09/2016 - 08/06/2016
CHEM3030	(3)	ANALYTICAL II	701842	WEST	LE	TR     	11:30a - 1:00p	CI	Slonecker, P.	05/09/2016 - 08/06/2016
CHEM3030L	(2)	INSTRUMENTAL LAB	701843	WEST	LB	TR     	2:00p - 5:20p	CI	Slonecker, P.	05/09/2016 - 08/06/2016
CHEM3040	(3)	INTRO BIOCHEM	701844	WEST	LE	TR     	9:45a - 11:15a	CI	Addepalli, B.	05/09/2016 - 08/06/2016
CHEM5021	(1-4)	LITERATURE RESEARCH	701972	IS	TBA	IN	Addepalli, B.	05/09/2016 - 08/06/2016
CHEM5021	(1-4)	LITERATURE RESEARCH	701973	IS	TBA	IN	Ayres, N.	05/09/2016 - 08/06/2016
CHEM5021	(1-4)	LITERATURE RESEARCH	701975	IS	TBA	IN	Baldwin, M.	05/09/2016 - 08/06/2016
CHEM5021	(1-4)	LITERATURE RESEARCH	701978	IS	TBA	IN	Beck, T.	05/09/2016 - 08/06/2016
CHEM5021	(1-4)	LITERATURE RESEARCH	701980	IS	TBA	IN	Connick, W.	05/09/2016 - 08/06/2016
CHEM5021	(1-4)	LITERATURE RESEARCH	701981	IS	TBA	IN	Dima, R.	05/09/2016 - 08/06/2016
CHEM5021	(1-4)	LITERATURE RESEARCH	701984	IS	TBA	IN	Guan, H.	05/09/2016 - 08/06/2016
CHEM5021	(1-4)	LITERATURE RESEARCH	701990	IS	TBA	IN	Gudmundsdottir, A.	05/09/2016 - 08/06/2016
CHEM5021	(1-4)	LITERATURE RESEARCH	701992	IS	TBA	IN	Heineman, W.	05/09/2016 - 08/06/2016
CHEM5021	(1-4)	LITERATURE RESEARCH	701994	IS	TBA	IN	Landero Figueroa, J.	05/09/2016 - 08/06/2016
CHEM5021	(1-4)	LITERATURE RESEARCH	701995	IS	TBA	IN	Limbach, P.	05/09/2016 - 08/06/2016
CHEM5021	(1-4)	LITERATURE RESEARCH	701997	IS	TBA	IN	Mack, J.	05/09/2016 - 08/06/2016
CHEM5021	(1-4)	LITERATURE RESEARCH	701998	IS	TBA	IN	Merino, E.	05/09/2016 - 08/06/2016
CHEM5021	(1-4)	LITERATURE RESEARCH	701999	IS	TBA	IN	Pinhas, A.	05/09/2016 - 08/06/2016
CHEM5021	(1-4)	LITERATURE RESEARCH	702001	IS	TBA	IN	Ridgway, T.	05/09/2016 - 08/06/2016
CHEM5021	(1-4)	LITERATURE RESEARCH	702002	IS	TBA	IN	Sagle, L.	05/09/2016 - 08/06/2016
CHEM5021	(1-4)	LITERATURE RESEARCH	702004	IS	TBA	IN	Smithrud, D.	05/09/2016 - 08/06/2016
CHEM5021	(1-4)	LITERATURE RESEARCH	702006	IS	TBA	IN	Stan, G.	05/09/2016 - 08/06/2016
CHEM5021	(1-4)	LITERATURE RESEARCH	702007	IS	TBA	IN	Tsang, P.	05/09/2016 - 08/06/2016
CHEM5021	(1-4)	LITERATURE RESEARCH	702009	IS	TBA	IN	Vonderheide, A.	05/09/2016 - 08/06/2016
CHEM5021	(1-4)	LITERATURE RESEARCH	702012	IS	TBA	IN	Zhang, P.	05/09/2016 - 08/06/2016
CHEM5030	(1-6)	UNDERGRAD RESEARCH	702019	IS	TBA	IN	Addepalli, B.	05/09/2016 - 08/06/2016
CHEM5030	(1-6)	UNDERGRAD RESEARCH	702021	IS	TBA	IN	Ayres, N.	05/09/2016 - 08/06/2016
CHEM5030	(1-6)	UNDERGRAD RESEARCH	702023	IS	TBA	IN	Baldwin, M.	05/09/2016 - 08/06/2016
CHEM5030	(1-6)	UNDERGRAD RESEARCH	702024	IS	TBA	IN	Beck, T.	05/09/2016 - 08/06/2016
CHEM5030	(1-6)	UNDERGRAD RESEARCH	702026	IS	TBA	IN	Connick, W.	05/09/2016 - 08/06/2016
CHEM5030	(1-6)	UNDERGRAD RESEARCH	702027	IS	TBA	IN	Dima, R.	05/09/2016 - 08/06/2016
CHEM5030	(1-6)	UNDERGRAD RESEARCH	702031	IS	TBA	IN	Guan, H.	05/09/2016 - 08/06/2016
CHEM5030	(1-6)	UNDERGRAD RESEARCH	702032	IS	TBA	IN	Gudmundsdottir, A.	05/09/2016 - 08/06/2016
CHEM5030	(1-6)	UNDERGRAD RESEARCH	702034	IS	TBA	IN	Heineman, W.	05/09/2016 - 08/06/2016
CHEM5030	(1-6)	UNDERGRAD RESEARCH	702036	IS	TBA	IN	Landero Figueroa, J.	05/09/2016 - 08/06/2016
CHEM5030	(1-6)	UNDERGRAD RESEARCH	702038	IS	TBA	IN	Limbach, P.	05/09/2016 - 08/06/2016
CHEM5030	(1-6)	UNDERGRAD RESEARCH	702040	IS	TBA	IN	Mack, J.	05/09/2016 - 08/06/2016
CHEM5030	(1-6)	UNDERGRAD RESEARCH	702042	IS	TBA	IN	Merino, E.	05/09/2016 - 08/06/2016
CHEM5030	(1-6)	UNDERGRAD RESEARCH	702044	IS	TBA	IN	Pinhas, A.	05/09/2016 - 08/06/2016
CHEM5030	(1-6)	UNDERGRAD RESEARCH	702045	IS	TBA	IN	Ridgway, T.	05/09/2016 - 08/06/2016
CHEM5030	(1-6)	UNDERGRAD RESEARCH	702046	IS	TBA	IN	Sagle, L.	05/09/2016 - 08/06/2016
CHEM5030	(1-6)	UNDERGRAD RESEARCH	702047	IS	TBA	IN	Smithrud, D.	05/09/2016 - 08/06/2016
CHEM5030	(1-6)	UNDERGRAD RESEARCH	702049	IS	TBA	IN	Stan, G.	05/09/2016 - 08/06/2016
CHEM5030	(1-6)	UNDERGRAD RESEARCH	702050	IS	TBA	IN	Tsang, P.	05/09/2016 - 08/06/2016
CHEM5030	(1-6)	UNDERGRAD RESEARCH	702051	IS	TBA	IN	Vonderheide, A.	05/09/2016 - 08/06/2016
CHEM5030	(1-6)	UNDERGRAD RESEARCH	702052	IS	TBA	IN	Zhang, P.	05/09/2016 - 08/06/2016
CHEM7071	(1-8G)	INTRO TO RESEARCH	702240	IS	TBA	IN	Guan, H.	05/09/2016 - 08/06/2016
CHEM9010	(1-15G)	RESEARCH	702231	IS	TBA	IN	Guan, H.	05/09/2016 - 08/06/2016
CI7001	(3G)	ED RSRCH M ED STDTS	700348	LE	TBA	WB	Harper, R.	05/09/2016 - 08/06/2016
CI7001	(3G)	ED RSRCH M ED STDTS	701865	LE	TBA	WB	Lee, J.	05/09/2016 - 08/06/2016
CI7040	(3G)	MATH PROB SOLVE	701872	LE	TBA	WB	Cargile, L.	05/09/2016 - 08/06/2016
CI7082	(3G)	LRNING IN MED EDUC	700350	LE	TBA	WB	Yang, Y.	05/09/2016 - 08/06/2016
CI7083	(3G)	APPL IDT MED EDUC	700352	LE	TBA	WB	Cooke, D.	05/09/2016 - 08/06/2016
CI7090	(1-3G)	MASTER'S PROJ CI	700363	LE	TBA	WB	Harper, R.	05/09/2016 - 08/06/2016
CI7090	(1-3G)	MASTER'S PROJ CI	702299	LE	TBA	WB	Plevyak, L.	05/09/2016 - 08/06/2016
CJ2020	(3)	CRIM JUSTICE FILM	700384	IS	TBA	WB	Nedelec, J.	05/09/2016 - 08/06/2016
CJ2030	(3)	CORR IN AMERICA	700382	IS	TBA	WB	Bourke, S.	05/09/2016 - 08/06/2016
CJ3075	(3)	CYBERCRIME	700385	IS	TBA	WB	Nedelec, J.	05/09/2016 - 08/06/2016
CJ4020	(3)	CRIMINAL PROCEDURE	703042	IS	TBA	WB	Wright, R.	05/09/2016 - 08/06/2016
CJ4023	(3)	CJ STATISTICS	700383	IS	TBA	WB	Barnes, J.	05/09/2016 - 08/06/2016
CJ4093	(1-5)	DIRECTED STUDY	700386	IS	TBA	IN	Bourke, S.	05/09/2016 - 08/06/2016
CJ4093	(1-5)	DIRECTED STUDY	701222	IS	TBA	IN	Barnes, J.	05/09/2016 - 08/06/2016
CJ4093	(1-5)	DIRECTED STUDY	701223	IS	TBA	IN	Benson, M.	05/09/2016 - 08/06/2016
CJ4093	(1-5)	DIRECTED STUDY	701224	IS	TBA	IN	Campbell, C.	05/09/2016 - 08/06/2016
CJ4093	(1-5)	DIRECTED STUDY	701225	IS	TBA	IN	Corsaro, N.	05/09/2016 - 08/06/2016
CJ4093	(1-5)	DIRECTED STUDY	701226	IS	TBA	IN	Eck, J.	05/09/2016 - 08/06/2016
CJ4093	(1-5)	DIRECTED STUDY	701227	IS	TBA	IN	Feldmeyer, B.	05/09/2016 - 08/06/2016
CJ4093	(1-5)	DIRECTED STUDY	701228	IS	TBA	IN	Fisher, B.	05/09/2016 - 08/06/2016
CJ4093	(1-5)	DIRECTED STUDY	701229	IS	TBA	IN	Frank, J.	05/09/2016 - 08/06/2016
CJ4093	(1-5)	DIRECTED STUDY	701230	IS	TBA	IN	Haberman, C.	05/09/2016 - 08/06/2016
CJ4093	(1-5)	DIRECTED STUDY	701231	IS	TBA	IN	Latessa, E.	05/09/2016 - 08/06/2016
CJ4093	(1-5)	DIRECTED STUDY	701232	IS	TBA	IN	Manchak, S.	05/09/2016 - 08/06/2016
CJ4093	(1-5)	DIRECTED STUDY	701233	IS	TBA	IN	Nedelec, J.	05/09/2016 - 08/06/2016
CJ4093	(1-5)	DIRECTED STUDY	701234	IS	TBA	IN	Smith, P.	05/09/2016 - 08/06/2016
CJ4093	(1-5)	DIRECTED STUDY	701235	IS	TBA	IN	Wilcox, P.	05/09/2016 - 08/06/2016
CJ4093	(1-5)	DIRECTED STUDY	701236	IS	TBA	IN	Wooldredge, J.	05/09/2016 - 08/06/2016
CJ4093	(1-5)	DIRECTED STUDY	701237	IS	TBA	IN	Wright, J.	05/09/2016 - 08/06/2016
CJ4095	(3)	CJ FIELD PLACEMENT	700387	WEST	FE	F      	11:45a - 12:45p	CI	McLeod, D.	05/09/2016 - 08/06/2016
CJ4095	(3)	CJ FIELD PLACEMENT	700388	CLER	FE	R      	12:30p - 1:30p	CI	Gibson, B.	05/09/2016 - 08/06/2016
CJ7090	(1-15G)	DIRECTED STUDIES CJ	700389	IS	TBA	IN	Sullivan, C.	05/09/2016 - 08/06/2016
CJ7090	(1-15G)	DIRECTED STUDIES CJ	701238	IS	TBA	IN	Barnes, J.	05/09/2016 - 08/06/2016
CJ7090	(1-15G)	DIRECTED STUDIES CJ	701239	IS	TBA	IN	Benson, M.	05/09/2016 - 08/06/2016
CJ7090	(1-15G)	DIRECTED STUDIES CJ	701240	IS	TBA	IN	Campbell, C.	05/09/2016 - 08/06/2016
